,Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
161,EMP0162,40,Female,Data Scientist,Education,24,Hybrid,38,0,3,High,No mental health conditions,Yes,No Change,4,Neutral,1,No Physical Activity,Average,Africa
162,EMP0163,29,Prefer not to say,Designer,Consulting,3,Hybrid,55,11,1,High,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,2,Weekly,Poor,South America
163,EMP0164,24,Non-binary,Data Scientist,Manufacturing,5,Hybrid,53,14,1,Medium,No mental health conditions,No,Increase,3,Neutral,1,Weekly,Average,Africa
164,EMP0165,40,Male,Software Engineer,Healthcare,11,Onsite,20,13,1,Medium,Depression/Anxiety/Burnout,No,Increase,5,Neutral,1,No Physical Activity,Good,Oceania
165,EMP0166,22,Female,Software Engineer,Manufacturing,10,Hybrid,46,1,2,Low,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,5,Daily,Poor,Africa
166,EMP0167,48,Non-binary,Software Engineer,Education,35,Onsite,30,8,2,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,2,No Physical Activity,Average,Africa
167,EMP0168,60,Non-binary,Software Engineer,Retail,27,Remote,50,8,2,High,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,3,Daily,Poor,Asia
168,EMP0169,34,Prefer not to say,HR,Healthcare,15,Remote,50,13,2,Medium,No mental health conditions,Yes,No Change,3,Satisfied,2,Daily,Average,Europe
169,EMP0170,50,Prefer not to say,Project Manager,Manufacturing,10,Hybrid,50,0,1,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,3,Daily,Poor,Europe
170,EMP0171,38,Male,Designer,Retail,19,Remote,23,7,1,Low,No mental health conditions,No,Increase,4,Neutral,3,No Physical Activity,Poor,North America
171,EMP0172,36,Male,Data Scientist,Retail,33,Onsite,45,3,4,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Unsatisfied,4,No Physical Activity,Good,Europe
172,EMP0173,35,Non-binary,Software Engineer,Finance,11,Hybrid,25,4,1,Medium,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,3,Weekly,Good,South America
173,EMP0174,25,Prefer not to say,Designer,Manufacturing,35,Remote,36,9,2,High,No mental health conditions,Yes,Increase,1,Neutral,4,Weekly,Good,North America
174,EMP0175,34,Non-binary,HR,Education,10,Onsite,60,3,2,Low,No mental health conditions,Yes,Decrease,3,Unsatisfied,5,Daily,Good,Europe
175,EMP0176,32,Prefer not to say,Project Manager,Healthcare,12,Remote,35,7,3,Low,Depression/Anxiety/Burnout,Yes,No Change,5,Satisfied,4,Daily,Average,Europe
176,EMP0177,58,Prefer not to say,Marketing,Manufacturing,14,Hybrid,55,12,3,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,4,No Physical Activity,Good,North America
177,EMP0178,40,Female,Project Manager,Finance,31,Onsite,47,10,1,Medium,No mental health conditions,No,Decrease,3,Neutral,2,Weekly,Good,Europe
178,EMP0179,56,Female,HR,Healthcare,32,Hybrid,57,10,4,High,No mental health conditions,No,Increase,4,Satisfied,4,No Physical Activity,Good,South America
179,EMP0180,44,Non-binary,HR,Education,17,Hybrid,22,9,2,Medium,No mental health conditions,Yes,Decrease,3,Unsatisfied,1,No Physical Activity,Good,South America
180,EMP0181,30,Non-binary,Data Scientist,IT,22,Remote,43,5,1,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,2,Daily,Poor,Europe
181,EMP0182,49,Non-binary,Marketing,Consulting,29,Remote,45,9,5,Low,No mental health conditions,Yes,Decrease,4,Unsatisfied,4,Weekly,Good,South America
182,EMP0183,26,Male,Designer,Healthcare,21,Onsite,56,14,2,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,1,Weekly,Average,Europe
183,EMP0184,52,Male,Data Scientist,IT,22,Onsite,46,14,3,High,Depression/Anxiety/Burnout,No,No Change,3,Neutral,2,Daily,Good,Africa
184,EMP0185,24,Prefer not to say,HR,Manufacturing,13,Hybrid,60,0,5,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,2,Daily,Good,Europe
185,EMP0186,40,Non-binary,Designer,Consulting,12,Remote,32,9,1,Medium,Depression/Anxiety/Burnout,No,No Change,1,Unsatisfied,1,No Physical Activity,Average,Asia
186,EMP0187,57,Non-binary,HR,Manufacturing,11,Hybrid,59,13,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,4,Weekly,Average,Oceania
187,EMP0188,23,Prefer not to say,Software Engineer,Consulting,17,Onsite,60,13,5,High,No mental health conditions,No,No Change,5,Neutral,5,Daily,Good,Oceania
188,EMP0189,40,Prefer not to say,Data Scientist,IT,35,Hybrid,43,4,5,High,Depression/Anxiety/Burnout,No,No Change,2,Unsatisfied,3,Weekly,Average,Oceania
189,EMP0190,45,Male,Data Scientist,Education,15,Remote,33,8,1,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,2,No Physical Activity,Poor,North America
190,EMP0191,46,Female,Data Scientist,Finance,11,Hybrid,20,14,3,Low,No mental health conditions,No,Decrease,5,Satisfied,2,Daily,Average,Europe
191,EMP0192,37,Female,Software Engineer,Retail,16,Hybrid,27,2,1,Medium,Depression/Anxiety/Burnout,Yes,No Change,4,Unsatisfied,3,Weekly,Poor,North America
192,EMP0193,51,Female,Software Engineer,Healthcare,4,Onsite,43,1,5,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,2,Weekly,Average,South America
193,EMP0194,52,Male,Sales,IT,29,Onsite,23,12,2,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,1,Daily,Average,South America
194,EMP0195,53,Male,Data Scientist,Education,22,Onsite,29,0,1,Medium,Depression/Anxiety/Burnout,No,No Change,4,Neutral,4,No Physical Activity,Good,Africa
195,EMP0196,39,Male,Sales,Education,7,Remote,47,0,2,Medium,No mental health conditions,No,Decrease,5,Neutral,4,No Physical Activity,Poor,North America
196,EMP0197,56,Female,Designer,Healthcare,28,Onsite,46,12,1,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,5,No Physical Activity,Good,Oceania
197,EMP0198,59,Non-binary,Marketing,Manufacturing,13,Hybrid,40,2,1,Low,No mental health conditions,Yes,Decrease,1,Neutral,4,Weekly,Average,South America
198,EMP0199,28,Male,Project Manager,Retail,7,Remote,47,0,4,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Oceania
199,EMP0200,36,Female,Data Scientist,Finance,3,Remote,53,7,3,High,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,2,Daily,Average,South America
200,EMP0201,45,Non-binary,Sales,Education,3,Hybrid,55,14,4,Medium,Depression/Anxiety/Burnout,No,Increase,4,Neutral,1,Daily,Average,Oceania
201,EMP0202,52,Male,Sales,Retail,2,Remote,40,1,2,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,3,Weekly,Good,Asia
202,EMP0203,55,Female,Project Manager,IT,32,Hybrid,28,8,5,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,1,No Physical Activity,Poor,Asia
203,EMP0204,58,Male,Sales,Consulting,18,Hybrid,39,14,3,Low,Depression/Anxiety/Burnout,No,No Change,3,Neutral,1,Weekly,Good,South America
204,EMP0205,51,Prefer not to say,Software Engineer,IT,14,Onsite,41,5,5,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,2,No Physical Activity,Good,Asia
205,EMP0206,52,Male,Data Scientist,Finance,5,Onsite,21,3,5,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,5,Daily,Poor,Oceania
206,EMP0207,54,Non-binary,Project Manager,IT,12,Onsite,34,11,3,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,5,Daily,Good,Africa
207,EMP0208,35,Male,Designer,Retail,2,Remote,36,14,3,Low,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,2,Weekly,Good,Europe
208,EMP0209,39,Male,Marketing,Manufacturing,19,Remote,32,2,4,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Satisfied,4,Weekly,Average,North America
209,EMP0210,47,Prefer not to say,Sales,Consulting,7,Hybrid,21,8,2,Medium,Depression/Anxiety/Burnout,No,No Change,3,Unsatisfied,5,No Physical Activity,Average,Africa
210,EMP0211,49,Male,Project Manager,Manufacturing,31,Onsite,56,3,5,High,Depression/Anxiety/Burnout,Yes,No Change,1,Satisfied,4,Daily,Poor,Europe
211,EMP0212,60,Prefer not to say,Marketing,Manufacturing,33,Onsite,58,8,4,Low,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,4,No Physical Activity,Poor,North America
212,EMP0213,47,Female,Software Engineer,Manufacturing,11,Onsite,35,8,1,High,No mental health conditions,No,No Change,2,Satisfied,4,No Physical Activity,Good,Oceania
213,EMP0214,27,Prefer not to say,Project Manager,Healthcare,22,Hybrid,52,3,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,5,Weekly,Good,Europe
214,EMP0215,46,Prefer not to say,Marketing,Consulting,30,Remote,33,8,1,Low,Depression/Anxiety/Burnout,No,Increase,3,Neutral,4,Daily,Average,South America
215,EMP0216,25,Non-binary,Software Engineer,Manufacturing,22,Remote,47,9,2,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,4,No Physical Activity,Good,Europe
216,EMP0217,30,Male,HR,Education,11,Onsite,56,13,3,Medium,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,4,No Physical Activity,Poor,Oceania
217,EMP0218,38,Prefer not to say,Data Scientist,Education,35,Onsite,33,4,2,Low,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,2,Daily,Average,Europe
218,EMP0219,56,Female,HR,Education,5,Remote,60,9,3,Low,Depression/Anxiety/Burnout,No,No Change,1,Satisfied,4,Weekly,Average,Asia
219,EMP0220,42,Male,Sales,Manufacturing,23,Hybrid,32,5,4,Low,Depression/Anxiety/Burnout,No,No Change,2,Unsatisfied,1,Weekly,Good,South America
220,EMP0221,42,Prefer not to say,Project Manager,Retail,18,Hybrid,48,9,5,Medium,No mental health conditions,No,Decrease,1,Satisfied,5,No Physical Activity,Good,Oceania
221,EMP0222,30,Female,HR,IT,20,Hybrid,39,6,4,High,No mental health conditions,No,Increase,3,Neutral,5,No Physical Activity,Average,Asia
222,EMP0223,33,Male,Software Engineer,Consulting,6,Onsite,23,6,3,High,Depression/Anxiety/Burnout,Yes,No Change,5,Unsatisfied,2,Weekly,Good,Asia
223,EMP0224,28,Non-binary,Marketing,Retail,29,Hybrid,38,3,3,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,1,No Physical Activity,Average,Africa
224,EMP0225,50,Non-binary,Designer,Manufacturing,1,Remote,30,5,1,Low,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,2,Daily,Average,North America
225,EMP0226,44,Male,Software Engineer,Retail,4,Onsite,35,3,1,Low,No mental health conditions,Yes,Increase,3,Neutral,1,Weekly,Good,Africa
226,EMP0227,40,Female,Data Scientist,Healthcare,6,Remote,22,0,5,Medium,No mental health conditions,Yes,Increase,4,Satisfied,4,Weekly,Average,South America
227,EMP0228,23,Male,Project Manager,IT,8,Onsite,28,15,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,3,Satisfied,3,Weekly,Poor,Asia
228,EMP0229,30,Female,Marketing,Consulting,32,Onsite,57,4,3,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,5,Weekly,Good,Oceania
229,EMP0230,42,Female,HR,Manufacturing,10,Hybrid,48,14,2,Low,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,1,Weekly,Good,Europe
230,EMP0231,52,Male,Marketing,Retail,7,Onsite,45,14,1,Medium,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,4,Daily,Average,Africa
231,EMP0232,37,Male,Marketing,Healthcare,29,Onsite,34,3,4,Low,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,2,Weekly,Poor,Oceania
232,EMP0233,28,Prefer not to say,Marketing,Manufacturing,19,Hybrid,59,9,5,Low,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,2,Weekly,Poor,Africa
233,EMP0234,31,Prefer not to say,Software Engineer,Consulting,18,Remote,31,6,3,High,No mental health conditions,Yes,Increase,3,Neutral,2,Weekly,Average,Asia
234,EMP0235,23,Prefer not to say,Marketing,Retail,9,Onsite,55,12,4,Low,Depression/Anxiety/Burnout,No,No Change,2,Neutral,5,Daily,Poor,Africa
235,EMP0236,37,Male,Data Scientist,Finance,18,Remote,23,11,2,Low,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,4,No Physical Activity,Average,Oceania
236,EMP0237,25,Male,HR,Healthcare,33,Hybrid,51,7,1,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,1,Weekly,Average,Europe
237,EMP0238,55,Female,Software Engineer,Manufacturing,13,Remote,32,11,5,Medium,Depression/Anxiety/Burnout,Yes,No Change,1,Satisfied,4,Daily,Average,Europe
238,EMP0239,56,Non-binary,Marketing,IT,4,Remote,41,14,5,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Neutral,1,Weekly,Good,North America
239,EMP0240,51,Prefer not to say,Software Engineer,Manufacturing,24,Hybrid,46,10,1,Low,No mental health conditions,No,No Change,1,Neutral,1,Daily,Poor,South America
240,EMP0241,35,Male,HR,Education,6,Onsite,58,15,4,High,Depression/Anxiety/Burnout,No,No Change,3,Neutral,2,Weekly,Poor,Oceania
241,EMP0242,22,Non-binary,Sales,Manufacturing,2,Onsite,59,13,2,High,Depression/Anxiety/Burnout,Yes,Increase,3,Satisfied,3,Weekly,Poor,North America
242,EMP0243,34,Non-binary,Project Manager,Education,10,Remote,40,1,1,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,4,Weekly,Good,Oceania
243,EMP0244,37,Prefer not to say,Sales,Retail,32,Remote,56,3,2,High,Depression/Anxiety/Burnout,No,Decrease,1,Neutral,1,Weekly,Poor,Europe
244,EMP0245,59,Prefer not to say,Software Engineer,Finance,17,Onsite,47,11,2,High,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,3,Weekly,Poor,North America
245,EMP0246,53,Female,Project Manager,IT,25,Hybrid,38,2,2,Low,Depression/Anxiety/Burnout,Yes,Increase,2,Satisfied,3,No Physical Activity,Good,South America
246,EMP0247,38,Male,Data Scientist,Healthcare,25,Remote,59,12,5,Low,Depression/Anxiety/Burnout,No,Increase,3,Neutral,1,Weekly,Average,South America
247,EMP0248,32,Male,Project Manager,Manufacturing,17,Onsite,47,4,1,Medium,No mental health conditions,Yes,Increase,2,Unsatisfied,4,No Physical Activity,Poor,Oceania
248,EMP0249,36,Prefer not to say,HR,Manufacturing,17,Remote,49,6,3,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,5,No Physical Activity,Average,Africa
249,EMP0250,29,Female,Project Manager,Manufacturing,18,Hybrid,20,6,5,Low,No mental health conditions,Yes,No Change,4,Satisfied,2,Weekly,Poor,Africa
250,EMP0251,38,Non-binary,Project Manager,Manufacturing,26,Hybrid,50,9,1,High,Depression/Anxiety/Burnout,Yes,Increase,2,Satisfied,2,Weekly,Good,South America
251,EMP0252,32,Male,Project Manager,Education,21,Hybrid,32,0,4,High,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,1,Weekly,Good,Oceania
252,EMP0253,43,Prefer not to say,Sales,IT,21,Hybrid,23,8,3,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,3,Daily,Average,Oceania
253,EMP0254,46,Prefer not to say,HR,IT,25,Remote,22,13,3,Medium,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,3,Weekly,Average,Africa
254,EMP0255,42,Prefer not to say,Data Scientist,Education,4,Hybrid,33,11,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,2,Daily,Good,Africa
255,EMP0256,27,Male,Project Manager,Education,25,Hybrid,32,13,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,5,Weekly,Average,Oceania
256,EMP0257,54,Prefer not to say,Marketing,Retail,10,Onsite,51,0,1,Medium,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,2,Daily,Average,Europe
257,EMP0258,43,Male,Designer,Healthcare,34,Hybrid,49,11,3,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,3,No Physical Activity,Poor,Oceania
258,EMP0259,31,Female,Data Scientist,Education,9,Remote,30,9,1,Medium,Depression/Anxiety/Burnout,No,No Change,1,Satisfied,3,Daily,Average,Oceania
259,EMP0260,53,Non-binary,Software Engineer,Education,11,Remote,25,9,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,5,Weekly,Average,Asia
260,EMP0261,57,Non-binary,Software Engineer,Manufacturing,3,Onsite,40,12,4,High,No mental health conditions,No,Increase,3,Neutral,3,Weekly,Poor,North America
261,EMP0262,50,Non-binary,Project Manager,Finance,20,Onsite,32,13,1,Low,Depression/Anxiety/Burnout,No,No Change,1,Neutral,1,No Physical Activity,Good,Asia
262,EMP0263,37,Male,Sales,Education,18,Onsite,20,15,3,Medium,Depression/Anxiety/Burnout,No,No Change,1,Neutral,2,No Physical Activity,Average,Africa
263,EMP0264,58,Female,Project Manager,Retail,8,Hybrid,35,5,5,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,5,Daily,Poor,Asia
264,EMP0265,57,Non-binary,Sales,Manufacturing,32,Remote,49,2,1,Medium,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,5,No Physical Activity,Average,Europe
265,EMP0266,50,Prefer not to say,Sales,Retail,21,Onsite,34,5,4,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,4,Weekly,Good,Europe
266,EMP0267,48,Male,Project Manager,Manufacturing,33,Hybrid,58,13,3,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,5,No Physical Activity,Average,South America
267,EMP0268,43,Non-binary,HR,Consulting,15,Onsite,26,4,4,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,3,No Physical Activity,Average,South America
268,EMP0269,58,Female,Marketing,Retail,12,Onsite,36,7,4,Medium,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,3,No Physical Activity,Poor,Europe
269,EMP0270,30,Male,Designer,Education,32,Hybrid,48,3,4,High,Depression/Anxiety/Burnout,Yes,Increase,5,Neutral,4,Daily,Average,Africa
270,EMP0271,44,Non-binary,HR,Finance,3,Onsite,57,5,4,High,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,5,Weekly,Good,South America
271,EMP0272,41,Prefer not to say,HR,Finance,28,Hybrid,32,8,2,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,2,Daily,Poor,Oceania
272,EMP0273,60,Female,Marketing,Healthcare,17,Remote,55,7,4,Medium,Depression/Anxiety/Burnout,Yes,Decrease,1,Unsatisfied,4,No Physical Activity,Poor,Asia
273,EMP0274,58,Non-binary,Designer,Finance,35,Hybrid,28,3,3,High,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,2,No Physical Activity,Good,Asia
274,EMP0275,60,Prefer not to say,Sales,Consulting,7,Onsite,53,10,2,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,3,Weekly,Poor,Oceania
275,EMP0276,27,Non-binary,Designer,Finance,34,Onsite,36,10,4,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,4,Daily,Good,Europe
276,EMP0277,38,Female,Sales,Manufacturing,18,Remote,54,7,4,High,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,1,No Physical Activity,Average,Asia
277,EMP0278,56,Male,Marketing,Healthcare,8,Remote,33,8,3,Low,Depression/Anxiety/Burnout,No,Increase,4,Neutral,5,No Physical Activity,Poor,Asia
278,EMP0279,31,Male,Designer,Finance,19,Onsite,39,1,4,Medium,No mental health conditions,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,Africa
279,EMP0280,37,Prefer not to say,Software Engineer,Healthcare,25,Hybrid,33,11,1,Medium,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,5,No Physical Activity,Good,North America
280,EMP0281,41,Female,Software Engineer,Education,2,Hybrid,48,4,1,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,1,Weekly,Average,Asia
281,EMP0282,58,Male,Designer,Education,10,Remote,60,7,5,Medium,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,3,Daily,Average,Europe
282,EMP0283,49,Male,Data Scientist,IT,35,Remote,24,1,1,Medium,No mental health conditions,No,Decrease,5,Neutral,4,No Physical Activity,Good,Asia
283,EMP0284,23,Non-binary,Data Scientist,Healthcare,18,Remote,28,7,5,High,Depression/Anxiety/Burnout,Yes,Increase,1,Unsatisfied,3,No Physical Activity,Average,Asia
284,EMP0285,24,Non-binary,Project Manager,Manufacturing,12,Hybrid,20,14,2,Low,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,2,Daily,Poor,Oceania
285,EMP0286,41,Prefer not to say,Project Manager,Finance,35,Onsite,28,14,4,Medium,Depression/Anxiety/Burnout,Yes,Decrease,1,Unsatisfied,1,Weekly,Good,Asia
286,EMP0287,32,Female,HR,Consulting,23,Remote,48,12,4,Medium,No mental health conditions,No,Increase,5,Unsatisfied,2,No Physical Activity,Good,Africa
287,EMP0288,47,Prefer not to say,Sales,Healthcare,10,Hybrid,51,5,2,High,No mental health conditions,Yes,Decrease,3,Neutral,1,No Physical Activity,Good,Africa
288,EMP0289,23,Non-binary,Designer,IT,22,Hybrid,39,5,4,Low,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,2,Weekly,Poor,Africa
289,EMP0290,34,Prefer not to say,Marketing,Retail,14,Remote,25,2,4,Medium,Depression/Anxiety/Burnout,No,No Change,1,Neutral,2,No Physical Activity,Poor,North America
290,EMP0291,42,Male,Sales,IT,32,Hybrid,53,12,1,High,No mental health conditions,No,Decrease,4,Satisfied,3,Weekly,Average,Europe
291,EMP0292,42,Prefer not to say,HR,IT,10,Hybrid,44,13,4,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Neutral,1,No Physical Activity,Average,Asia
292,EMP0293,33,Female,Sales,Education,22,Hybrid,31,3,3,Medium,Depression/Anxiety/Burnout,Yes,Increase,4,Neutral,3,Weekly,Poor,Africa
293,EMP0294,40,Male,Designer,Healthcare,3,Onsite,58,2,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,3,Weekly,Average,Asia
294,EMP0295,27,Male,Marketing,Healthcare,33,Hybrid,26,5,4,Low,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,4,Weekly,Average,Europe
295,EMP0296,39,Prefer not to say,Data Scientist,Consulting,33,Hybrid,20,4,3,Low,No mental health conditions,Yes,Decrease,2,Satisfied,3,No Physical Activity,Good,North America
296,EMP0297,42,Female,Marketing,IT,11,Hybrid,28,14,3,Low,No mental health conditions,No,No Change,1,Satisfied,2,No Physical Activity,Poor,Europe
297,EMP0298,22,Non-binary,Sales,Healthcare,7,Remote,35,14,5,Medium,Depression/Anxiety/Burnout,No,No Change,5,Neutral,5,No Physical Activity,Average,Asia
298,EMP0299,45,Female,Marketing,Finance,9,Remote,30,14,2,Low,No mental health conditions,No,Decrease,4,Neutral,2,No Physical Activity,Good,North America
299,EMP0300,47,Female,Data Scientist,Finance,6,Hybrid,28,0,1,Low,No mental health conditions,No,Decrease,3,Satisfied,2,No Physical Activity,Poor,Oceania
300,EMP0301,24,Non-binary,Designer,Retail,16,Remote,21,4,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,3,Daily,Average,Oceania
